temp_09.tif,temp_10.tif,temp_11.tif,temp_12.tif,temp_13.tif,prep_09.tif,prep_10.tif,prep_11.tif,prep_12.tif,prep_13.tif,spi_09,spi_10,spi_11,spi_12,spi_13,di_09,di_10,di_11,di_12,di_13,st_200_e,st_100_e,st_60_e,cl_13_e,cl_12_e,cl_11_e,cl_10_e,soc_0.tif,soc_10.tif,soc_30.tif,cl_09,st_0,st_30_e,total_carb,organic_ca,ra_ca_id,date,datafrom,so_cstock5,so_cstock30,so_cstock100,geometry
17.2962513,17.21958351,18.13658524,18.5688343,17.16408348,100.9900818,100.9900818,85.95683289,72.47272491,123.338501,-0.372916669,2.013194323,-0.172222227,-1.422361135,0.394583315,1.427361131,5.26902771,-0.802222252,-4.468333244,0.183194458,6,6,4,142,142,142,142,5,3,1,142,7,7,NA,NA,C1401F26,2012,raca,11.18583652,21.64164019,21.64164019,"c(-83.71, 33.02)"
16.02741814,16.39325142,17.29158401,17.65850067,16.19791794,101.1911697,101.1911697,90.27458191,91.5610733,127.1919174,-1.376250029,1.504166603,-0.389027774,-1.352361083,0.168749988,-0.850138903,3.360277891,-1.657916665,-4.428333282,-0.471527785,4,4,4,141,142,142,142,4,3,1,142,7,7,NA,NA,C1407P25,2012,raca,71.8759569,92.45141944,121.7541827,"c(-83.66, 33.9)"
13.32983398,13.48366737,14.26758385,14.76250076,13.34075069,146.4870758,146.4870758,146.8276672,137.5074463,206.7469177,-1.435555577,1.291388869,0.022361111,-0.331805557,0.836111128,-1.334861159,2.516527891,-0.048888892,-2.027083397,1.526666641,6,6,6,141,141,141,141,5,6,2,141,7,4,NA,NA,C1401F44,2012,raca,73.36181553,107.3994846,116.5828692,"c(-83.66, 34.73)"
19.07850075,18.43050003,19.61575127,19.92616653,19.33141708,90.44808197,90.44808197,88.94008636,104.6997681,128.5279999,-0.313055545,0.076805554,-1.337638855,-0.896944463,0.53125,0.81472224,0.286111116,-3.387777805,-3.989583254,-0.061666675,6,6,6,61,142,143,141,4,3,1,142,9,9,NA,NA,C1509F10,2012,raca,13.75583345,38.40289033,76.52217235,"c(-83.6, 30.92)"
13.40816689,13.56008434,14.41133404,14.881917,13.30650043,141.2965851,141.2965851,144.3339233,125.142067,205.0749207,-1.607777715,0.943333328,-0.069166668,-0.264722228,0.884444475,-1.793611169,2.08486104,-0.253472209,-1.780694485,1.592222214,6,4,4,141,141,141,141,7,7,3,141,7,4,NA,NA,F1805F90,2012,raca,14.08173945,33.28256338,54.86518277,"c(-83.54, 34.72)"
18.84816742,18.25941658,19.22391701,19.62866783,18.78475189,86.15274811,86.15274811,71.40399933,103.7634659,136.7154236,-0.323194444,0.728194416,-1.240694404,-0.898611128,1.134444475,1.228194475,1.728611112,-3.226527691,-3.788472176,1.799861073,6,6,9,142,142,142,142,2,2,1,142,11,9,NA,NA,C1510C06,2012,raca,4.71863943,28.31183658,38.00869059,"c(-83.53, 31.43)"
17.91725159,17.80825043,18.8655014,19.17925072,18.22408485,91.89066315,91.89066315,81.98883057,71.67169189,134.0491638,-0.263055563,1.348055601,-1.150694489,-1.641388893,0.794444442,0.916944444,3.442638874,-3.105000019,-5.099722385,0.93416667,7,4,4,190,190,190,190,5,4,2,190,7,4,NA,NA,C1505W03,2012,raca,26.31660735,82.36518897,193.845374,"c(-83.5, 32.36)"
17.66866684,17.52308464,18.51966667,18.92158318,17.65283394,91.09783173,91.09783173,83.5771637,69.2383728,144.0115814,-0.302777767,1.265694499,-1.265972257,-1.644583344,0.770555556,0.945138872,3.36944437,-3.203888893,-5.10722208,0.911666632,6,4,4,142,142,142,141,4,3,1,190,7,7,NA,NA,C1507F33,2012,raca,3.421498824,17.13409238,38.67945861,"c(-83.48, 32.52)"
18.57741737,18.09791756,19.10666656,19.46850204,18.6744175,102.0550842,102.0550842,73.78424835,95.43753815,136.630249,-0.451805562,1.112638831,-1.063472152,-1.24888885,0.954861104,1.062361121,3.163472176,-2.606527805,-4.254444599,1.297222257,6,6,6,1,10,1,2,2,2,2,10,9,9,NA,NA,C1508C04,2012,raca,5.587929131,33.52757479,57.14212069,"c(-83.45, 31.57)"
18.74358368,18.08933449,19.15375137,19.56441689,18.71191788,91.8208313,91.8208313,73.11433411,107.874115,132.5565033,-0.34375,0.84819442,-1.306666613,-0.968333304,1.016944408,1.116388917,2.241388798,-3.302777767,-3.808888912,1.606666684,6,6,9,122,122,122,122,2,2,1,122,9,9,NA,NA,NA,2012,NA,NA,NA,NA,"c(-83.43, 31.43)"
15.00983429,15.32616711,16.14058495,16.58191681,15.17908382,95.27600098,95.27600098,99.20916748,99.36472321,171.1488342,-1.424305558,1.186527729,-0.558472216,-0.69305557,0.905277729,-0.838888884,2.405138969,-2.201388836,-3.139722347,1.125416636,4,4,4,141,176,176,176,10,7,2,176,7,7,NA,NA,F1401F05,2012,raca,113.4446137,148.1293082,152.8293651,"c(-83.41, 34.5)"
16.97908401,16.96541786,18.06333351,18.63875198,17.19425011,104.0129166,104.0129166,71.71833038,75.28050995,143.6463318,-0.405000001,1.852777719,-0.556666672,-1.735694408,0.718055546,1.193611145,4.532916546,-1.521805525,-5.210138798,0.822638929,6,4,4,142,142,142,142,6,4,1,142,7,4,NA,NA,C1404F03,2012,raca,150.5066306,189.2389754,212.7855332,"c(-83.4, 33.06)"
17.95791817,17.73391724,18.77475166,19.17983437,18.16699982,85.74783325,85.74783325,77.20649719,75.19282532,125.3501663,-0.447916657,1.131388903,-1.391388893,-1.620694399,0.819722235,0.670833349,2.621527672,-3.255833387,-5.178194523,0.988194466,4,4,4,142,141,74,142,4,3,1,142,7,4,NA,NA,C1507F25,2012,raca,8.662396176,32.86180117,42.2593854,"c(-83.34, 32.12)"
18.33850098,17.97008324,18.83600044,19.22700119,18.44066811,85.92483521,85.92483521,76.47416687,82.94039154,125.2279129,-0.665416658,1.074444413,-1.393055558,-1.399166584,0.972916663,0.931388855,2.447777748,-3.292500019,-4.859861374,1.356111169,6,6,6,1,10,1,1,2,2,1,1,9,6,NA,NA,C1507C11,2012,raca,2.821840104,16.93104063,31.26898446,"c(-83.32, 31.96)"
18.30233383,17.93008423,18.79400063,19.13316727,18.41383362,90.01924896,90.01924896,77.65216827,74.2930603,126.1734161,-0.619166672,1.036111116,-1.334999919,-1.413611054,0.963611126,0.971666694,2.504861116,-3.257222176,-4.914027691,1.354444504,6,6,6,74,176,176,63,2,2,1,5,9,6,NA,NA,C1507W05,2012,raca,2.782385977,16.69431586,27.34437813,"c(-83.31, 31.91)"
18.95941734,18.36200142,19.4010849,19.81791687,19.22050095,85.54716492,85.54716492,92.4988327,84.67497253,116.81633,-0.529999971,0.321527779,-1.451111078,-0.876666665,0.558333337,0.589999974,0.851805568,-3.320833206,-3.796388865,0.657500029,6,6,9,142,142,142,142,3,3,1,142,11,9,NA,NA,C1408F03,2012,raca,23.6914742,55.31758123,97.81567325,"c(-83.21, 31.24)"
18.95941734,18.36200142,19.4010849,19.81791687,19.22050095,85.54716492,85.54716492,92.4988327,84.67497253,116.81633,-0.529999971,0.321527779,-1.451111078,-0.876666665,0.558333337,0.589999974,0.851805568,-3.320833206,-3.796388865,0.657500029,6,6,9,142,142,190,190,4,4,1,142,9,9,NA,NA,C1408F23,2012,raca,138.2079966,181.3528744,260.6826203,"c(-83.2, 31.26)"
18.45683479,18.00425148,18.9995842,19.53958511,18.91858482,97.1918335,97.1918335,68.03708649,88.35173035,136.33284,-0.458472222,1.201527715,-1.251527786,-1.278194427,0.784027755,0.870000005,3.204999924,-2.828749895,-4.387639046,1.096527815,6,6,6,2,2,2,10,3,2,1,2,9,9,NA,NA,C1510C01,2012,raca,6.956087573,41.73652544,76.23198272,"c(-83.2, 31.63)"
15.47133446,15.69500065,16.6293335,17.04891777,15.57841778,105.0085831,105.0085831,93.20649719,85.80854034,152.3040771,-1.074999928,1.639444351,-0.271666676,-0.946111083,0.628055573,-0.691527784,3.690277815,-0.926666677,-3.539722204,0.654166639,4,4,4,141,141,141,141,3,2,1,141,7,4,NA,NA,C1407P18,2012,raca,17.5784853,43.85810238,68.46483068,"c(-83.17, 34.31)"
19.00191879,18.39908409,19.45341682,19.84133339,19.25758362,92.07466888,92.07466888,96.79641724,85.67531586,114.0644989,-0.463611096,0.530694425,-1.008333325,-0.782083333,0.533749998,0.700972199,1.458333373,-2.807222128,-3.530138969,0.658611119,6,6,9,122,122,122,122,2,2,1,121,9,9,NA,NA,C1408W01,2012,raca,101.6106174,181.8528049,215.8538243,"c(-83.1, 31.19)"
18.67033386,18.13741684,19.14016724,19.51250076,18.8734169,89.45700073,89.45700073,73.86582947,95.9394989,127.2285004,-0.415555537,0.548333347,-1.367083311,-1.099027753,0.587916672,1.07027781,1.515277743,-3.336805582,-4.154583454,0.792916656,6,6,6,2,2,10,2,2,2,1,2,9,9,NA,NA,C1510C09,2012,raca,6.579395146,33.51051529,42.96554303,"c(-83.07, 31.43)"
17.86700058,17.56691742,18.66650009,19.0921669,18.19283485,98.09532928,98.09532928,85.22125244,82.53738403,120.3391647,-0.382361114,1.560138822,-1.03902781,-1.570694447,0.779305518,0.862916648,3.731805563,-2.396111012,-4.715555668,1.168750048,6,6,6,142,190,142,190,4,3,1,190,9,6,NA,NA,C1501C01,2012,raca,5.08513554,30.51081324,66.93657594,"c(-82.91, 32.19)"
18.92041779,18.37350082,19.38483429,19.65950012,19.11083412,93.97058105,93.97058105,89.17749786,96.16520691,116.053833,-0.41291666,0.737222195,-0.5223611,-0.686250031,0.53680557,0.861666679,2.224583387,-1.814305544,-3.175416708,0.941111088,6,6,9,2,2,2,2,3,3,1,10,11,9,NA,NA,C1408P13,2012,raca,10.49866437,26.73632513,40.11365351,"c(-82.84, 31.34)"
14.87900066,15.00633335,15.84541702,16.23116684,14.99500084,86.73583221,86.73583221,90.48191833,83.30195618,127.2209167,-1.213055491,1.310416698,-0.58708334,-1.124583364,0.406666666,0.55805558,3.058611155,-2.160000086,-3.911944389,0.311944425,4,4,4,37,176,176,176,2,2,1,176,7,4,NA,NA,C1407P26,2012,raca,19.17582246,38.14321265,57.67588766,"c(-82.81, 34.05)"
18.33475113,18.09633446,19.17766762,19.53941727,18.56941795,101.6954193,101.6954193,76.06291962,91.56639862,135.2822418,-0.109999999,1.297361135,-0.996527731,-1.218194366,0.556666672,1.740138888,3.304305553,-2.24333334,-4.01888895,0.853611112,6,6,6,2,10,2,2,2,2,1,2,9,9,NA,NA,C1408C05,2012,raca,10.20764281,41.84858532,NA,"c(-82.63, 31.81)"
18.32966805,18.11808395,19.14183426,19.43400192,18.39966774,96.43083191,96.43083191,91.20967102,83.3757019,117.0739975,-0.153611109,1.471805573,-0.87055558,-1.324027777,0.827361107,0.829722226,3.584722281,-2.17861104,-4.489027977,1.106527805,6,6,6,2,142,190,142,2,2,1,190,9,6,NA,NA,C1507W01,2012,raca,7.364323588,28.59261896,39.21193819,"c(-82.61, 32.24)"
18.32966805,18.11808395,19.14183426,19.43400192,18.39966774,96.43083191,96.43083191,91.20967102,83.3757019,117.0739975,-0.170416668,1.44861114,-0.813750029,-1.336666703,0.825555563,0.836250007,3.495972157,-2.091944456,-4.418055534,1.18194437,6,6,6,142,142,142,142,2,2,1,142,9,6,NA,NA,C1508F07,2012,raca,12.69447139,60.36579074,71.31016306,"c(-82.59, 32.25)"
19.40791702,18.55258369,19.50358391,19.89658356,19.61600113,91.0739975,91.0739975,87.75416565,98.66858673,114.6445847,-0.151250005,0.392777771,-1.107916713,-0.394444436,0.413611114,1.132083297,1.049444437,-2.969444513,-2.670138836,0.81805557,9,9,9,142,142,152,176,3,4,2,152,11,9,NA,NA,C1408F68,2012,raca,63.98855864,111.7747964,128.2543957,"c(-82.48, 31.23)"
18.30908394,18.0288353,19.16425133,19.25741768,18.03849983,105.3169174,105.3169174,80.93091583,89.49616241,126.48983,-0.345555544,1.494583368,-0.669861138,-1.504999995,0.771666646,0.495138884,3.430138826,-1.675416708,-4.438194275,1.289861083,6,6,6,61,61,176,176,6,4,1,61,9,6,NA,NA,C1501F07,2012,raca,11.48743103,29.3507064,40.69839126,"c(-82.45, 32.57)"
16.45850182,16.4837513,17.4730835,17.98649979,16.48050117,98.04808044,98.04808044,75.32324982,76.92737579,124.8013306,-1.003888845,1.04236114,-0.776666641,-1.652777791,0.27013889,0.381527781,2.798611164,-2.683749914,-5.088472366,-0.561666667,6,4,4,142,142,142,142,5,2,1,142,7,7,NA,NA,C1403P03,2012,raca,27.51426282,50.03433453,66.25030078,"c(-82.44, 33.72)"
18.30225182,18.09366798,19.06608391,19.28791809,18.17175102,104.2867508,104.2867508,82.01316833,86.09873962,110.0703354,-0.330833346,1.354027748,-0.915555537,-1.448611021,0.745277762,0.504583359,3.104722261,-2.269166708,-4.446388721,1.021805525,6,6,6,142,152,152,176,2,2,1,152,9,6,NA,NA,C1501F01,2012,raca,3.12139382,17.38396582,33.52166976,"c(-82.44, 32.41)"
19.12316704,18.45708466,19.55633354,19.90133476,19.41916847,90.77549744,90.77549744,81.78025055,91.67498016,118.9489975,-0.12055555,0.304305553,-1.509305596,-0.62277776,0.449861109,1.228333354,0.805277765,-3.545833349,-3.361527681,0.578750014,6,6,6,121,121,121,121,2,2,1,121,11,9,NA,NA,C1406W04,2012,raca,79.90164775,154.6950161,338.1104478,"c(-82.39, 31.41)"
17.83166695,17.59550095,18.86933517,18.89591789,17.49275017,107.2773361,107.2773361,80.92266846,89.28260803,132.795578,-0.311111122,1.241805553,-0.997361124,-1.497916579,0.897222221,0.520277798,2.789305449,-2.926111221,-4.759860992,1.347638845,6,6,6,142,142,142,176,4,2,1,152,9,6,NA,NA,C1508C02,2012,raca,4.905768865,24.25270163,33.22721468,"c(-82.35, 32.72)"
18.70149994,18.23883438,19.4196682,19.76808357,18.96233368,86.49258423,86.49258423,81.88991547,92.9743576,131.1207428,-0.159722224,0.573888898,-1.547500014,-0.856388867,0.479583323,1.28347218,1.386388898,-3.614722252,-3.785000086,0.697361112,6,6,6,190,195,195,176,2,2,1,190,9,6,NA,NA,C1403W07,2012,raca,29.34639446,114.4401913,227.3894657,"c(-82.32, 31.6)"
19.2780838,18.54558372,19.75800133,19.87250137,19.63916779,98.66542053,98.66542053,87.68807983,98.29428864,142.1309967,-0.067777775,0.329305559,-1.425694466,-0.483333319,0.474583328,1.116805553,0.624583304,-3.349722147,-2.851527691,0.767361104,9,9,9,142,142,142,142,4,3,2,190,11,11,NA,NA,C1408F30,2012,raca,178.7393489,221.5819053,243.8783138,"c(-82.32, 31.3)"
18.50066757,18.34700012,19.35866737,19.69883347,18.59658432,95.67741394,95.67741394,79.77891541,88.18370819,126.0902481,-0.078333333,1.037083268,-1.297916651,-1.315555573,0.584027767,1.413194418,2.336250067,-3.242500067,-4.508611202,0.485694438,6,6,6,2,10,2,2,3,3,1,2,9,6,NA,NA,C1507C12,2012,raca,3.140941353,17.41624829,31.2817745,"c(-82.3, 32)"
18.74583435,18.17233467,19.40133476,19.80600166,19.07058334,84.41608429,84.41608429,81.8560791,104.8649139,124.5370026,-0.154583335,0.155694455,-1.673750043,-0.61500001,0.425555557,0.989583313,0.638472199,-3.605555534,-3.429444551,0.500833333,6,6,9,142,176,152,63,2,2,2,152,9,9,NA,NA,C1406X02,2012,raca,220.088315,245.6501571,259.0823565,"c(-82.25, 31.49)"
19.58875084,18.76175117,19.82216644,20.2468338,19.69050026,86.03516388,86.03516388,89.14624786,111.9070129,110.2880859,-0.091249995,0.14902778,-1.387499928,-0.033611111,0.365277767,0.657638907,0.720277786,-3.495555639,-2.625416756,0.276250005,9,9,9,195,195,195,190,10,10,6,190,9,9,NA,NA,C1405W57,2012,raca,144.6964386,925.8332302,3332.159425,"c(-82.15, 30.96)"
18.1467514,17.92175102,18.88683319,18.97058487,17.89616776,92.91908264,92.91908264,76.04966736,79.53138733,123.012001,-0.391111106,1.080416679,-1.017222166,-1.402083278,0.897222221,0.116527773,2.371388912,-2.770416737,-4.495277882,1.563194513,6,6,6,190,190,190,141,2,2,1,190,9,6,NA,NA,NA,2012,NA,NA,NA,NA,"c(-82.08, 32.66)"
18.83541679,18.62283325,19.45050049,19.55058479,18.59683418,83.9019165,83.9019165,83.60224915,95.26435852,131.3423309,-0.405972213,1.054305553,-1.324722171,-1.211249948,0.743055582,0.236666664,2.028055668,-3.194722176,-4.385972023,1.074166656,6,6,6,190,190,190,141,4,2,1,190,9,6,NA,NA,C1501P04,2012,raca,9.71659391,49.82827632,64.28615379,"c(-82.05, 32.43)"
19.34433365,18.50191689,19.5063343,19.98883438,19.29966736,84.16308594,84.16308594,83.72166443,113.2670593,116.9655838,-0.084166668,0.154166669,-1.393749952,-0.107222222,0.32472223,0.62833333,0.386805564,-3.589305639,-2.492222309,0.068611108,6,9,9,190,190,190,190,9,7,6,190,9,9,NA,NA,C1405P01,2012,raca,28.641495,438.7060918,3623.886055,"c(-81.99, 31.02)"
18.31550026,17.96758461,18.88283539,18.88241768,17.99141693,98.52183533,98.52183533,73.75233459,85.60515594,128.0339966,-0.42750001,1.24333334,-0.948194444,-1.256805539,0.881250024,-0.221111104,2.745694399,-2.326111078,-4.351388931,1.37833333,6,6,6,142,142,142,143,2,2,1,142,9,6,NA,NA,C1507F30,2012,raca,6.286123589,22.24025391,37.15169899,"c(-81.87, 32.54)"
18.31550026,17.96758461,18.88283539,18.88241768,17.99141693,98.52183533,98.52183533,73.75233459,85.60515594,128.0339966,-0.42750001,1.24333334,-0.948194444,-1.256805539,0.881250024,-0.221111104,2.745694399,-2.326111078,-4.351388931,1.37833333,6,6,6,37,37,2,176,2,2,1,61,9,6,NA,NA,C1507P11,2012,raca,7.191955079,32.94265149,43.98681707,"c(-81.86, 32.56)"
18.18283463,17.93658447,18.85841751,18.82541847,17.97091675,93.32483673,93.32483673,65.49858093,90.05883026,127.0886688,-0.470694453,0.919305563,-0.940972209,-1.3125,0.952222228,-0.62611109,2.068333387,-2.504305601,-4.432777882,1.614722252,6,6,6,190,190,190,141,5,3,1,190,9,6,NA,NA,C1511W04,2012,raca,31.19137661,45.32512042,50.82276892,"c(-81.85, 32.72)"
18.08233452,17.86883354,18.79516792,18.72383499,17.90525055,96.0521698,96.0521698,67.29174805,91.82632446,125.4110031,-0.475972205,0.821805537,-1.05583334,-1.294444442,0.989722192,-0.644166648,1.621527791,-2.927639008,-4.311388969,1.785416603,6,6,6,142,142,142,142,5,3,2,142,9,6,NA,NA,C1507F40,2012,raca,4.969129224,18.24320078,29.10274322,"c(-81.83, 32.76)"
18.08233452,17.86883354,18.79516792,18.72383499,17.90525055,96.0521698,96.0521698,67.29174805,91.82632446,125.4110031,-0.462361097,0.897222221,-0.912638843,-1.301527739,0.938472211,-0.649305582,1.863194466,-2.510277748,-4.26347208,1.716805577,6,6,6,142,61,1,176,2,2,1,61,9,6,NA,NA,C1511W02,2012,raca,73.72276824,307.8375202,326.5795771,"c(-81.82, 32.75)"
19.27008438,18.48483467,19.49833488,19.70775032,19.090168,85.49983215,85.49983215,82.00382996,125.3503571,112.3256683,-0.19138889,-0.067222223,-1.7790277,-0.208194435,0.232083336,0.672500014,-0.089166664,-4.19958353,-3.164583445,-0.973888874,6,6,6,190,142,142,142,5,3,1,190,9,9,NA,NA,C1408F72,2012,raca,121.1098928,143.312952,158.0840334,"c(-81.79, 30.93)"
18.9054184,18.42308426,19.2792511,19.35275078,18.44600105,87.21299744,87.21299744,67.61066437,84.77012634,106.1894989,-0.433611125,1.14847219,-1.143888831,-1.282777786,0.61277777,0.078749999,2.312361002,-3.079305649,-4.455138683,0.715972245,6,6,6,2,142,190,190,2,2,1,1,9,6,NA,NA,C1507C06,2012,raca,4.326706019,25.96023612,41.70851131,"c(-81.74, 32.34)"
19.09233475,18.27833366,19.29541779,19.70816803,19.00091743,82.99541473,82.99541473,93.97708893,127.6094131,116.6565018,-0.204722226,-0.192638889,-1.883055568,-0.34597224,0.201250002,0.058333337,-0.089444444,-4.410416603,-3.519999981,-1.06472218,6,6,6,142,142,142,176,25,25,24,152,9,9,NA,NA,C1408F99,2012,raca,126.205465,624.5158681,1531.327503,"c(-81.73, 31.14)"
18.89641762,18.18366814,19.21025085,19.68966675,18.84100151,85.84600067,85.84600067,79.89324951,99.68170166,106.6394196,-0.131527781,0.085833333,-1.664583325,-0.471111119,0.381249994,0.367361128,0.230555549,-3.758333445,-2.936249971,0.01069444,9,9,11,142,142,142,142,9,8,2,190,11,11,NA,NA,C1408F74,2012,raca,77.88314485,106.867498,165.5158819,"c(-81.72, 31.48)"
18.94516754,18.17983437,19.16783333,19.65941811,18.87841797,83.07508087,83.07508087,94.40882874,102.736908,111.9365845,-0.09402778,0.01125,-1.783888817,-0.44194445,0.394444436,0.464861095,0.195694447,-4.015277863,-3.021666765,0.071805559,9,9,9,142,142,142,142,4,4,1,190,11,11,NA,NA,C1402F04,2012,raca,18.79589105,44.69857828,69.75375949,"c(-81.71, 31.4)"
19.22741699,18.64933395,19.61950111,19.98025131,19.2595005,92.98816681,92.98816681,84.0989151,96.54469299,141.6259918,-0.35263887,0.407777786,-1.356666684,-1.132083297,0.360416651,1.05138886,0.761944413,-3.635138988,-4.590694427,-0.622361064,6,9,9,142,142,142,142,5,3,1,142,9,9,0,1.47,132737,2010,NCSS,9.7755,58.653,195.51,"c(-84.013374329, 30.8421230320001)"
19.22741699,18.64933395,19.61950111,19.98025131,19.2595005,92.98816681,92.98816681,84.0989151,96.54469299,141.6259918,-0.35263887,0.407777786,-1.356666684,-1.132083297,0.360416651,1.05138886,0.761944413,-3.635138988,-4.590694427,-0.622361064,6,9,9,142,142,142,142,5,3,1,142,9,9,0,3.29,132736,2010,NCSS,21.8785,131.271,437.57,"c(-84.012939453, 30.8421688080001)"
